category,impact,id,description,help,helpUrl,tags,html,target,failureSummary
error,serious,color-contrast,"Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Elements must meet minimum color contrast ratio thresholds","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=axeAPI","cat.color;wcag2aa;wcag143;TTv5;TT13.c;EN-301-549;EN-9.1.4.3;ACT","<span>Ask me about ACCESS! 😊</span>","#qa-bot > div,.rcb-chat-tooltip > span:nth-child(1)","Fix any of the following:\n  Element has insufficient color contrast of 1.08 (foreground color: #ffffff, background color: #f2f7f8, font size: 15.0pt (20px), font weight: normal). Expected contrast ratio of 4.5:1"
warning,moderate,landmark-unique,"Ensure landmarks are unique","Landmarks should have a unique role or role/label/title (i.e. accessible name) combination","https://dequeuniversity.com/rules/axe/4.10/landmark-unique?application=axeAPI","cat.semantics;best-practice","<nav class=\"breadcrumb container\" role=\"navigation\" aria-labelledby=\"system-breadcrumb\">",".breadcrumb","Fix any of the following:\n  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable"
