category,impact,id,description,help,helpUrl,tags,html,target,failureSummary
warning,moderate,landmark-unique,"Ensure landmarks are unique","Landmarks should have a unique role or role/label/title (i.e. accessible name) combination","https://dequeuniversity.com/rules/axe/4.10/landmark-unique?application=axeAPI","cat.semantics;best-practice","<nav class=\"breadcrumb container\" role=\"navigation\" aria-labelledby=\"system-breadcrumb\">",".breadcrumb","Fix any of the following:\n  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable"
warning,moderate,landmark-unique,"Ensure landmarks are unique","Landmarks should have a unique role or role/label/title (i.e. accessible name) combination","https://dequeuniversity.com/rules/axe/4.10/landmark-unique?application=axeAPI","cat.semantics;best-practice","<div class=\"qa-bot embedded-qa-bot\" role=\"region\" aria-label=\"ACCESS Q&amp;A\">",".embedded-qa-bot[data-initialized=\"true\"] > div,.qa-bot.embedded-qa-bot[role=\"region\"]","Fix any of the following:\n  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable"
warning,moderate,page-has-heading-one,"Ensure that the page, or at least one of its frames contains a level-one heading","Page should contain a level-one heading","https://dequeuniversity.com/rules/axe/4.10/page-has-heading-one?application=axeAPI","cat.semantics;best-practice","<html lang=\"en\" dir=\"ltr\" prefix=\"og: https://ogp.me/ns#\" class=\"overflow-x-clip js\" style=\"--primaryColor: #1a5b6e; --secondaryColor: #107180; --fontFamily: Arial, sans-serif; --rcb-header-background: #1a5b6e; --rcb-header-background-hover: #107180;\">","html","Fix all of the following:\n  Page must have a level-one heading"
