category,impact,id,description,help,helpUrl,tags,html,target,failureSummary
error,critical,label,"Ensure every form element has a label","Form elements must have labels","https://dequeuniversity.com/rules/axe/4.10/label?application=axeAPI","cat.forms;wcag2a;wcag412;section508;section508.22.n;TTv5;TT5.c;EN-301-549;EN-9.4.1.2;ACT","<input data-drupal-selector=\"edit-custom-date-0-value-date\" type=\"date\" id=\"edit-custom-date-0-value-date\" name=\"custom_date[0][value][date]\" value=\"\" size=\"12\" class=\"form-date\">","#edit-custom-date-0-value-date","Fix any of the following:\n  Element does not have an implicit (wrapped) <label>\n  Element does not have an explicit <label>\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element has no placeholder attribute\n  Element's default semantics were not overridden with role=\"none\" or role=\"presentation\""
error,critical,label,"Ensure every form element has a label","Form elements must have labels","https://dequeuniversity.com/rules/axe/4.10/label?application=axeAPI","cat.forms;wcag2a;wcag412;section508;section508.22.n;TTv5;TT5.c;EN-301-549;EN-9.4.1.2;ACT","<input data-drupal-selector=\"edit-custom-date-0-end-value-date\" type=\"date\" id=\"edit-custom-date-0-end-value-date\" name=\"custom_date[0][end_value][date]\" value=\"\" size=\"12\" class=\"form-date\">","#edit-custom-date-0-end-value-date","Fix any of the following:\n  Element does not have an implicit (wrapped) <label>\n  Element does not have an explicit <label>\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element has no placeholder attribute\n  Element's default semantics were not overridden with role=\"none\" or role=\"presentation\""
error,critical,label,"Ensure every form element has a label","Form elements must have labels","https://dequeuniversity.com/rules/axe/4.10/label?application=axeAPI","cat.forms;wcag2a;wcag412;section508;section508.22.n;TTv5;TT5.c;EN-301-549;EN-9.4.1.2;ACT","<input data-drupal-selector=\"edit-field-affinity-group-node-0-target-id\" class=\"form-autocomplete form-text ui-autocomplete-input\" data-autocomplete-path=\"/entity_reference_autocomplete/node/default%3Anode/yS-AsQE-GGPNWLPCXXjoCO8SGPIjGIj-eNdiygARZIY\" type=\"text\" id=\"edit-field-affinity-group-node-0-target-id\" name=\"field_affinity_group_node[0][target_id]\" value=\"\" size=\"60\" maxlength=\"1024\" placeholder=\"\" data-once=\"autocomplete\" autocomplete=\"off\">","#edit-field-affinity-group-node-0-target-id","Fix any of the following:\n  Element does not have an implicit (wrapped) <label>\n  Element does not have an explicit <label>\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element has an empty placeholder attribute\n  Element's default semantics were not overridden with role=\"none\" or role=\"presentation\""
error,critical,label,"Ensure every form element has a label","Form elements must have labels","https://dequeuniversity.com/rules/axe/4.10/label?application=axeAPI","cat.forms;wcag2a;wcag412;section508;section508.22.n;TTv5;TT5.c;EN-301-549;EN-9.4.1.2;ACT","<input data-drupal-selector=\"edit-field-other-authors-0-target-id\" class=\"form-autocomplete form-text ui-autocomplete-input\" data-autocomplete-path=\"/entity_reference_autocomplete/user/default%3Auser/wuNfqdzy2SZ-7koh4y5WnTHjBZBED-lqfeR36pL-EBs\" type=\"text\" id=\"edit-field-other-authors-0-target-id\" name=\"field_other_authors[0][target_id]\" value=\"\" size=\"60\" maxlength=\"1024\" placeholder=\"\" data-once=\"autocomplete\" autocomplete=\"off\">","#edit-field-other-authors-0-target-id","Fix any of the following:\n  Element does not have an implicit (wrapped) <label>\n  Element does not have an explicit <label>\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element has an empty placeholder attribute\n  Element's default semantics were not overridden with role=\"none\" or role=\"presentation\""
warning,moderate,landmark-unique,"Ensure landmarks are unique","Landmarks should have a unique role or role/label/title (i.e. accessible name) combination","https://dequeuniversity.com/rules/axe/4.10/landmark-unique?application=axeAPI","cat.semantics;best-practice","<nav class=\"breadcrumb container\" role=\"navigation\" aria-labelledby=\"system-breadcrumb\">",".breadcrumb","Fix any of the following:\n  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable"
