category,impact,id,description,help,helpUrl,tags,html,target,failureSummary
error,serious,color-contrast,"Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Elements must meet minimum color contrast ratio thresholds","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=axeAPI","cat.color;wcag2aa;wcag143;TTv5;TT13.c;EN-301-549;EN-9.1.4.3;ACT","<div id=\"edit-approved--description\" class=\"webform-element-description\">","#edit-approved--description","Fix any of the following:\n  Element has insufficient color contrast of 4 (foreground color: #777777, background color: #f2f2f2, font size: 10.2pt (13.6px), font weight: normal). Expected contrast ratio of 4.5:1"
