category,impact,id,description,help,helpUrl,tags,html,target,failureSummary
error,serious,color-contrast,"Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Elements must meet minimum color contrast ratio thresholds","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=axeAPI","cat.color;wcag2aa;wcag143;TTv5;TT13.c;EN-301-549;EN-9.1.4.3;ACT","<p>Resources must be approved by an administrator to be displayed in the public KB Resource list.&nbsp;</p>","#edit-approved--description > p:nth-child(1)","Fix any of the following:\n  Element has insufficient color contrast of 4 (foreground color: #777777, background color: #f2f2f2, font size: 13.5pt (18px), font weight: normal). Expected contrast ratio of 4.5:1"
error,serious,color-contrast,"Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Elements must meet minimum color contrast ratio thresholds","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=axeAPI","cat.color;wcag2aa;wcag143;TTv5;TT13.c;EN-301-549;EN-9.1.4.3;ACT","<p>With approval this resource will show on the resources page and an associated Affinity Group.</p>","p:nth-child(2)","Fix any of the following:\n  Element has insufficient color contrast of 4 (foreground color: #777777, background color: #f2f2f2, font size: 13.5pt (18px), font weight: normal). Expected contrast ratio of 4.5:1"
