impact,id,description,help,helpUrl,tags,html,target,failureSummary
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"my-1.5 leading-5\">\n      <a class=\"stretched-link text-dark-teal hover--text-orange no-underline text-xl font-bold text-purple hover--ccmnet-blue\" href=\"/community-persona/43365\">Lux Rivers</a>\n    </div>",".col-11.col-sm-6.col-md-4:nth-child(12) > .nect-cc-people.card.h-100 > .p-2 > .my-1\\.5.leading-5","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"m-0 font-bold leading-5 text-lg\">\n      The Jackson Laboratory for Genomic Medicine    </div>",".col-11.col-sm-6.col-md-4:nth-child(12) > .nect-cc-people.card.h-100 > .p-2 > .m-0.text-lg.font-bold","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"small font-weight-bold mt-2\">Programs</div>",".col-11.col-sm-6.col-md-4:nth-child(12) > .nect-cc-people.card.h-100 > .p-2 > .font-weight-bold.mt-2.small:nth-child(6)","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"small \">OnDemand</div>",".col-11.col-sm-6.col-md-4:nth-child(12) > .nect-cc-people.card.h-100 > .p-2 > .small:nth-child(7)","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"small font-weight-bold mt-2\">Skills</div>",".col-11.col-sm-6.col-md-4:nth-child(12) > .nect-cc-people.card.h-100 > .p-2 > .font-weight-bold.mt-2.small:nth-child(8)","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<a href=\"/tags/trinity\" class=\"d-inline-block no-underline text-xs font-normal mb-1 me-1 mr-1 px-2 py-1 hover--border-dark-teal border\">trinity</a>",".col-11.col-sm-6.col-md-4:nth-child(12) > .nect-cc-people.card.h-100 > .p-2 > .user-skills.z-10.small > .d-inline-block.text-xs[href$=\"trinity\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<a href=\"/tags/administering-hpc\" class=\"d-inline-block no-underline text-xs font-normal mb-1 me-1 mr-1 px-2 py-1 hover--border-dark-teal border\">administering-hpc</a>",".col-11.col-sm-6.col-md-4:nth-child(12) > .nect-cc-people.card.h-100 > .p-2 > .user-skills.z-10.small > .d-inline-block.text-xs[href$=\"administering-hpc\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<a href=\"/tags/ansible\" class=\"d-inline-block no-underline text-xs font-normal mb-1 me-1 mr-1 px-2 py-1 hover--border-dark-teal border\">ansible</a>",".col-11.col-sm-6.col-md-4:nth-child(12) > .nect-cc-people.card.h-100 > .p-2 > .user-skills.z-10.small > .d-inline-block.text-xs[href$=\"ansible\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<a href=\"/tags/cgroups\" class=\"d-inline-block no-underline text-xs font-normal mb-1 me-1 mr-1 px-2 py-1 hover--border-dark-teal border\">cgroups</a>",".col-11.col-sm-6.col-md-4:nth-child(12) > .nect-cc-people.card.h-100 > .p-2 > .user-skills.z-10.small > .d-inline-block.text-xs[href$=\"cgroups\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<a href=\"/tags/cluster-management\" class=\"d-inline-block no-underline text-xs font-normal mb-1 me-1 mr-1 px-2 py-1 hover--border-dark-teal border\">cluster-management</a>",".user-skills.z-10.small > a[href$=\"cluster-management\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<span style=\"display: flex; align-items: center; font-size: 14px;\">+ 7 more</span>",".col-11.col-sm-6.col-md-4:nth-child(12) > .nect-cc-people.card.h-100 > .p-2 > .user-skills.z-10.small > span","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"col-11 col-sm-6 col-md-4 mb-4 mx-auto border-4 border-solid border-dark-teal hover--border-orange w-full relative\">",".col-11.col-sm-6.col-md-4:nth-child(13)","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"col-11 col-sm-6 col-md-4 mb-4 mx-auto border-4 border-solid border-dark-teal hover--border-orange w-full relative\">",".col-11.col-sm-6.col-md-4:nth-child(14)","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"row\">",".col-11.col-sm-6.col-md-4:nth-child(15) > .nect-cc-people.card.h-100 > .p-2 > .row","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"my-1.5 leading-5\">\n      <a class=\"stretched-link text-dark-teal hover--text-orange no-underline text-xl font-bold text-purple hover--ccmnet-blue\" href=\"/community-persona/2166\">Lux Rivers</a>\n    </div>",".col-11.col-sm-6.col-md-4:nth-child(15) > .nect-cc-people.card.h-100 > .p-2 > .my-1\\.5.leading-5","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"m-0 font-bold leading-5 text-lg\">\n      SUNY at Stony Brook    </div>",".col-11.col-sm-6.col-md-4:nth-child(15) > .nect-cc-people.card.h-100 > .p-2 > .m-0.text-lg.font-bold","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"small font-weight-bold mt-2\">Programs</div>",".col-11.col-sm-6.col-md-4:nth-child(15) > .nect-cc-people.card.h-100 > .p-2 > .font-weight-bold.mt-2.small:nth-child(6)","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"small \">ACCESS CSSN, OnDemand</div>",".col-11.col-sm-6.col-md-4:nth-child(15) > .nect-cc-people.card.h-100 > .p-2 > .small:nth-child(7)","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"small font-weight-bold mt-2\">Skills</div>",".col-11.col-sm-6.col-md-4:nth-child(15) > .nect-cc-people.card.h-100 > .p-2 > .font-weight-bold.mt-2.small:nth-child(8)","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<a href=\"/tags/gatk\" class=\"d-inline-block no-underline text-xs font-normal mb-1 me-1 mr-1 px-2 py-1 hover--border-dark-teal border\">gatk</a>",".user-skills.z-10.small > a[href$=\"gatk\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<a href=\"/tags/trinity\" class=\"d-inline-block no-underline text-xs font-normal mb-1 me-1 mr-1 px-2 py-1 hover--border-dark-teal border\">trinity</a>",".col-11.col-sm-6.col-md-4:nth-child(15) > .nect-cc-people.card.h-100 > .p-2 > .user-skills.z-10.small > .d-inline-block.text-xs[href$=\"trinity\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<a href=\"/tags/bash\" class=\"d-inline-block no-underline text-xs font-normal mb-1 me-1 mr-1 px-2 py-1 hover--border-dark-teal border\">bash</a>",".col-11.col-sm-6.col-md-4:nth-child(15) > .nect-cc-people.card.h-100 > .p-2 > .user-skills.z-10.small > .d-inline-block.text-xs[href$=\"bash\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<a href=\"/tags/ookami\" class=\"d-inline-block no-underline text-xs font-normal mb-1 me-1 mr-1 px-2 py-1 hover--border-dark-teal border\">ookami</a>",".user-skills.z-10.small > a[href$=\"ookami\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<a href=\"/tags/research-facilitation\" class=\"d-inline-block no-underline text-xs font-normal mb-1 me-1 mr-1 px-2 py-1 hover--border-dark-teal border\">research-facilitation</a>",".col-11.col-sm-6.col-md-4:nth-child(15) > .nect-cc-people.card.h-100 > .p-2 > .user-skills.z-10.small > .d-inline-block.text-xs[href$=\"research-facilitation\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<span style=\"display: flex; align-items: center; font-size: 14px;\">+ 7 more</span>",".col-11.col-sm-6.col-md-4:nth-child(15) > .nect-cc-people.card.h-100 > .p-2 > .user-skills.z-10.small > span","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"col-11 col-sm-6 col-md-4 mb-4 mx-auto border-4 border-solid border-dark-teal hover--border-orange w-full relative\">",".col-11.col-sm-6.col-md-4:nth-child(16)","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"col-11 col-sm-6 col-md-4 mb-4 mx-auto border-4 border-solid border-dark-teal hover--border-orange w-full relative\">",".col-11.col-sm-6.col-md-4:nth-child(17)","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"col-11 col-sm-6 col-md-4 mb-4 mx-auto border-4 border-solid border-dark-teal hover--border-orange w-full relative\">",".col-11.col-sm-6.col-md-4:nth-child(18)","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"col-11 col-sm-6 col-md-4 mb-4 mx-auto border-4 border-solid border-dark-teal hover--border-orange w-full relative\">",".col-11.col-sm-6.col-md-4:nth-child(19)","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"col-11 col-sm-6 col-md-4 mb-4 mx-auto border-4 border-solid border-dark-teal hover--border-orange w-full relative\">",".col-11.col-sm-6.col-md-4:nth-child(20)","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"col-11 col-sm-6 col-md-4 mb-4 mx-auto border-4 border-solid border-dark-teal hover--border-orange w-full relative\">",".col-11.col-sm-6.col-md-4:nth-child(21)","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"col-11 col-sm-6 col-md-4 mb-4 mx-auto border-4 border-solid border-dark-teal hover--border-orange w-full relative\">",".col-11.col-sm-6.col-md-4:nth-child(22)","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"col-11 col-sm-6 col-md-4 mb-4 mx-auto border-4 border-solid border-dark-teal hover--border-orange w-full relative\">",".col-11.col-sm-6.col-md-4:nth-child(23)","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"col-11 col-sm-6 col-md-4 mb-4 mx-auto border-4 border-solid border-dark-teal hover--border-orange w-full relative\">",".col-11.col-sm-6.col-md-4:nth-child(24)","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"js-form-item form-item js-form-type-select form-item-items-per-page js-form-item-items-per-page form-group\">","#block-ood-exposedformcyberteam-people-facetspage-1 > form > .js-form-type-select.form-item-items-per-page.js-form-item-items-per-page","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<h2>Skills</h2>","#block-ood-userskillscyberteampeople > h2","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"user-skills-cyberteam-people-slurm\">","ul[data-drupal-facet-id=\"user_skills_cyberteam_people-0\"] > .facet-item.list-none:nth-child(3) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"user-skills-cyberteam-people-slurm\">","ul[data-drupal-facet-id=\"user_skills_cyberteam_people-0\"] > .facet-item.list-none:nth-child(3) > label","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"user-skills-cyberteam-people-bash\">","ul[data-drupal-facet-id=\"user_skills_cyberteam_people-0\"] > .facet-item.list-none:nth-child(4) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"user-skills-cyberteam-people-bash\">","ul[data-drupal-facet-id=\"user_skills_cyberteam_people-0\"] > .facet-item.list-none:nth-child(4) > label","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"user-skills-cyberteam-people-open-ondemand\">","ul[data-drupal-facet-id=\"user_skills_cyberteam_people-0\"] > .facet-item.list-none:nth-child(5) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"user-skills-cyberteam-people-open-ondemand\">","ul[data-drupal-facet-id=\"user_skills_cyberteam_people-0\"] > .facet-item.list-none:nth-child(5) > label","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"user-skills-cyberteam-people-python\">","ul[data-drupal-facet-id=\"user_skills_cyberteam_people-0\"] > .facet-item.list-none:nth-child(6) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"user-skills-cyberteam-people-python\">","ul[data-drupal-facet-id=\"user_skills_cyberteam_people-0\"] > .facet-item.list-none:nth-child(6) > label","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"user-skills-cyberteam-people-administering-hpc\">","ul[data-drupal-facet-id=\"user_skills_cyberteam_people-0\"] > .facet-item.list-none:nth-child(7) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"user-skills-cyberteam-people-administering-hpc\">","ul[data-drupal-facet-id=\"user_skills_cyberteam_people-0\"] > .facet-item.list-none:nth-child(7) > label","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"user-skills-cyberteam-people-ansible\">","ul[data-drupal-facet-id=\"user_skills_cyberteam_people-0\"] > .facet-item.list-none:nth-child(8) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"user-skills-cyberteam-people-ansible\">","ul[data-drupal-facet-id=\"user_skills_cyberteam_people-0\"] > .facet-item.list-none:nth-child(8) > label","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"user-skills-cyberteam-people-distributed-computing\">","ul[data-drupal-facet-id=\"user_skills_cyberteam_people-0\"] > .facet-item.list-none:nth-child(9) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"user-skills-cyberteam-people-distributed-computing\">","ul[data-drupal-facet-id=\"user_skills_cyberteam_people-0\"] > .facet-item.list-none:nth-child(9) > label","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"user-skills-cyberteam-people-research-facilitation\">","ul[data-drupal-facet-id=\"user_skills_cyberteam_people-0\"] > .facet-item.list-none:nth-child(10) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"user-skills-cyberteam-people-research-facilitation\">","ul[data-drupal-facet-id=\"user_skills_cyberteam_people-0\"] > .facet-item.list-none:nth-child(10) > label","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"user-skills-cyberteam-people-git\">","ul[data-drupal-facet-id=\"user_skills_cyberteam_people-0\"] > .facet-item.list-none:nth-child(11) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"user-skills-cyberteam-people-git\">","ul[data-drupal-facet-id=\"user_skills_cyberteam_people-0\"] > .facet-item.list-none:nth-child(11) > label","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"user-skills-cyberteam-people-hpc-cluster-architecture\">","ul[data-drupal-facet-id=\"user_skills_cyberteam_people-0\"] > .facet-item.list-none:nth-child(12) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"user-skills-cyberteam-people-hpc-cluster-architecture\">","ul[data-drupal-facet-id=\"user_skills_cyberteam_people-0\"] > .facet-item.list-none:nth-child(12) > label","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<a href=\"#\" class=\"facets-soft-limit-link\">Show more</a>","#block-ood-userskillscyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .facets-soft-limit-link[href=\"#\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<h2>Organization</h2>","#block-ood-organizationcyberteampeople > h2","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"organization-cyberteam-people-2094\">","#block-ood-organizationcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links.item-list__checkbox[data-drupal-facet-alias=\"organization_cyberteam_people\"] > .facet-item.list-none:nth-child(3) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"organization-cyberteam-people-2094\">","#block-ood-organizationcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links.item-list__checkbox[data-drupal-facet-alias=\"organization_cyberteam_people\"] > .facet-item.list-none:nth-child(3) > label","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"organization-cyberteam-people-4191\">","#block-ood-organizationcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links.item-list__checkbox[data-drupal-facet-alias=\"organization_cyberteam_people\"] > .facet-item.list-none:nth-child(4) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"organization-cyberteam-people-4191\">","#block-ood-organizationcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links.item-list__checkbox[data-drupal-facet-alias=\"organization_cyberteam_people\"] > .facet-item.list-none:nth-child(4) > label","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"organization-cyberteam-people-4300\">","#block-ood-organizationcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links.item-list__checkbox[data-drupal-facet-alias=\"organization_cyberteam_people\"] > .facet-item.list-none:nth-child(5) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"organization-cyberteam-people-4300\">","#block-ood-organizationcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links.item-list__checkbox[data-drupal-facet-alias=\"organization_cyberteam_people\"] > .facet-item.list-none:nth-child(5) > label","Fix any of the following:\n  Some page content is not contained by landmarks"
