impact,id,description,help,helpUrl,tags,html,target,failureSummary
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"organization-cyberteam-people-1835\">","#block-ood-organizationcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links.item-list__checkbox[data-drupal-facet-alias=\"organization_cyberteam_people\"] > .facet-item.list-none:nth-child(6) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"organization-cyberteam-people-1835\">","#block-ood-organizationcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links.item-list__checkbox[data-drupal-facet-alias=\"organization_cyberteam_people\"] > .facet-item.list-none:nth-child(6) > label","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"organization-cyberteam-people-3695\">","#block-ood-organizationcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links.item-list__checkbox[data-drupal-facet-alias=\"organization_cyberteam_people\"] > .facet-item.list-none:nth-child(7) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"organization-cyberteam-people-3695\">","#block-ood-organizationcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links.item-list__checkbox[data-drupal-facet-alias=\"organization_cyberteam_people\"] > .facet-item.list-none:nth-child(7) > label","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<a href=\"#\" class=\"facets-soft-limit-link\">Show more</a>","#block-ood-organizationcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .facets-soft-limit-link[href=\"#\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<h2>Program</h2>","#block-ood-programcyberteampeople > h2","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"program-901\">","#block-ood-programcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links[data-drupal-facet-id=\"program\"][data-drupal-facet-alias=\"program\"] > .facet-item.list-none:nth-child(3) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"program-901\">","#block-ood-programcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links[data-drupal-facet-id=\"program\"][data-drupal-facet-alias=\"program\"] > .facet-item.list-none:nth-child(3) > label[for=\"program-901\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"program-835\">","#block-ood-programcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links[data-drupal-facet-id=\"program\"][data-drupal-facet-alias=\"program\"] > .facet-item.list-none:nth-child(4) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"program-835\">","#block-ood-programcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links[data-drupal-facet-id=\"program\"][data-drupal-facet-alias=\"program\"] > .facet-item.list-none:nth-child(4) > label[for=\"program-835\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"program-780\">","#block-ood-programcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links[data-drupal-facet-id=\"program\"][data-drupal-facet-alias=\"program\"] > .facet-item.list-none:nth-child(5) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"program-780\">","#block-ood-programcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links[data-drupal-facet-id=\"program\"][data-drupal-facet-alias=\"program\"] > .facet-item.list-none:nth-child(5) > label[for=\"program-780\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"program-572\">","#block-ood-programcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links[data-drupal-facet-id=\"program\"][data-drupal-facet-alias=\"program\"] > .facet-item.list-none:nth-child(6) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"program-572\">","#block-ood-programcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links[data-drupal-facet-id=\"program\"][data-drupal-facet-alias=\"program\"] > .facet-item.list-none:nth-child(6) > label[for=\"program-572\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"program-308\">","#block-ood-programcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links[data-drupal-facet-id=\"program\"][data-drupal-facet-alias=\"program\"] > .facet-item.list-none:nth-child(7) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"program-308\">","#block-ood-programcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links[data-drupal-facet-id=\"program\"][data-drupal-facet-alias=\"program\"] > .facet-item.list-none:nth-child(7) > label[for=\"program-308\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"program-933\">","#block-ood-programcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links[data-drupal-facet-id=\"program\"][data-drupal-facet-alias=\"program\"] > .facet-item.list-none:nth-child(8) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"program-933\">","#block-ood-programcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links[data-drupal-facet-id=\"program\"][data-drupal-facet-alias=\"program\"] > .facet-item.list-none:nth-child(8) > label[for=\"program-933\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"program-345\">","#block-ood-programcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links[data-drupal-facet-id=\"program\"][data-drupal-facet-alias=\"program\"] > .facet-item.list-none:nth-child(9) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"program-345\">","#block-ood-programcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links[data-drupal-facet-id=\"program\"][data-drupal-facet-alias=\"program\"] > .facet-item.list-none:nth-child(9) > label[for=\"program-345\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"program-311\">","#block-ood-programcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links[data-drupal-facet-id=\"program\"][data-drupal-facet-alias=\"program\"] > .facet-item.list-none:nth-child(10) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"program-311\">","#block-ood-programcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links[data-drupal-facet-id=\"program\"][data-drupal-facet-alias=\"program\"] > .facet-item.list-none:nth-child(10) > label[for=\"program-311\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"program-323\">","#block-ood-programcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links[data-drupal-facet-id=\"program\"][data-drupal-facet-alias=\"program\"] > .facet-item.list-none:nth-child(11) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"program-323\">","#block-ood-programcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links[data-drupal-facet-id=\"program\"][data-drupal-facet-alias=\"program\"] > .facet-item.list-none:nth-child(11) > label[for=\"program-323\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"program-322\">","#block-ood-programcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links[data-drupal-facet-id=\"program\"][data-drupal-facet-alias=\"program\"] > .facet-item.list-none:nth-child(12) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"program-322\">","#block-ood-programcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links[data-drupal-facet-id=\"program\"][data-drupal-facet-alias=\"program\"] > .facet-item.list-none:nth-child(12) > label[for=\"program-322\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"program-314\">","#block-ood-programcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links[data-drupal-facet-id=\"program\"][data-drupal-facet-alias=\"program\"] > .facet-item.list-none:nth-child(13) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"program-314\">","#block-ood-programcyberteampeople > .mb-lg-4.facets-widget-checkbox.mb-2 > .js-facets-checkbox-links[data-drupal-facet-id=\"program\"][data-drupal-facet-alias=\"program\"] > .facet-item.list-none:nth-child(13) > label[for=\"program-314\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
