impact,id,description,help,helpUrl,tags,html,target,failureSummary
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"affinity-search-tags-340\">","ul[data-drupal-facet-id=\"affinity_search_tags-0\"] > .facet-item.list-none:nth-child(3) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"affinity-search-tags-340\">","ul[data-drupal-facet-id=\"affinity_search_tags-0\"] > .facet-item.list-none:nth-child(3) > label[for=\"affinity-search-tags-340\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"affinity-search-tags-381\">","ul[data-drupal-facet-id=\"affinity_search_tags-0\"] > .facet-item.list-none:nth-child(4) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"affinity-search-tags-381\">","ul[data-drupal-facet-id=\"affinity_search_tags-0\"] > .facet-item.list-none:nth-child(4) > label[for=\"affinity-search-tags-381\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"affinity-search-tags-337\">","ul[data-drupal-facet-id=\"affinity_search_tags-0\"] > .facet-item.list-none:nth-child(5) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"affinity-search-tags-337\">","ul[data-drupal-facet-id=\"affinity_search_tags-0\"] > .facet-item.list-none:nth-child(5) > label[for=\"affinity-search-tags-337\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"affinity-search-tags-200\">","ul[data-drupal-facet-id=\"affinity_search_tags-0\"] > .facet-item.list-none:nth-child(6) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"affinity-search-tags-200\">","ul[data-drupal-facet-id=\"affinity_search_tags-0\"] > .facet-item.list-none:nth-child(6) > label[for=\"affinity-search-tags-200\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"affinity-search-tags-815\">","ul[data-drupal-facet-id=\"affinity_search_tags-0\"] > .facet-item.list-none:nth-child(7) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"affinity-search-tags-815\">","ul[data-drupal-facet-id=\"affinity_search_tags-0\"] > .facet-item.list-none:nth-child(7) > label[for=\"affinity-search-tags-815\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"affinity-search-tags-672\">","ul[data-drupal-facet-id=\"affinity_search_tags-0\"] > .facet-item.list-none:nth-child(8) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"affinity-search-tags-672\">","ul[data-drupal-facet-id=\"affinity_search_tags-0\"] > .facet-item.list-none:nth-child(8) > label[for=\"affinity-search-tags-672\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"affinity-search-tags-875\">","ul[data-drupal-facet-id=\"affinity_search_tags-0\"] > .facet-item.list-none:nth-child(9) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"affinity-search-tags-875\">","ul[data-drupal-facet-id=\"affinity_search_tags-0\"] > .facet-item.list-none:nth-child(9) > label[for=\"affinity-search-tags-875\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"affinity-search-tags-86\">","ul[data-drupal-facet-id=\"affinity_search_tags-0\"] > .facet-item.list-none:nth-child(10) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"affinity-search-tags-86\">","ul[data-drupal-facet-id=\"affinity_search_tags-0\"] > .facet-item.list-none:nth-child(10) > label[for=\"affinity-search-tags-86\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"affinity-search-tags-776\">","ul[data-drupal-facet-id=\"affinity_search_tags-0\"] > .facet-item.list-none:nth-child(11) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"affinity-search-tags-776\">","ul[data-drupal-facet-id=\"affinity_search_tags-0\"] > .facet-item.list-none:nth-child(11) > label[for=\"affinity-search-tags-776\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"affinity-search-tags-746\">","ul[data-drupal-facet-id=\"affinity_search_tags-0\"] > .facet-item.list-none:nth-child(12) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"affinity-search-tags-746\">","ul[data-drupal-facet-id=\"affinity_search_tags-0\"] > .facet-item.list-none:nth-child(12) > label[for=\"affinity-search-tags-746\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<a href=\"#\" class=\"facets-soft-limit-link\">Show more</a>","#block-ood-affinitysearchtags > .mb-2.mb-lg-4.facets-widget-checkbox > .facets-soft-limit-link[href=\"#\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
