impact,id,description,help,helpUrl,tags,html,target,failureSummary
serious,aria-hidden-focus,"Ensure aria-hidden elements are not focusable nor contain focusable elements","ARIA hidden element must not be focusable or contain focusable elements","https://dequeuniversity.com/rules/axe/4.10/aria-hidden-focus?application=axeAPI","cat.name-role-value;wcag2a;wcag412;TTv5;TT6.a;EN-301-549;EN-9.4.1.2","<li aria-hidden=\"true\" class=\"facet-item list-none honey\">","#block-asptheme-upcomingeventtype > .mb-5.facets-widget-checkbox > .js-facets-checkbox-links.item-list__checkbox.ps-0 > .honey.facet-item.list-none","Fix all of the following:\n  Focusable content should be disabled or be removed from the DOM"
serious,aria-prohibited-attr,"Ensure ARIA attributes are not prohibited for an element's role","Elements must only use permitted ARIA attributes","https://dequeuniversity.com/rules/axe/4.10/aria-prohibited-attr?application=axeAPI","cat.aria;wcag2a;wcag412;EN-301-549;EN-9.4.1.2","<div aria-live=\"polite\" aria-label=\"Bot response updates\" class=\"sr-only\" id=\"bot-live-region\"></div>","#qa-bot,#bot-live-region","Fix all of the following:\n  aria-label attribute cannot be used on a div with no valid role attribute."
serious,html-has-lang,"Ensure every HTML document has a lang attribute","<html> element must have a lang attribute","https://dequeuniversity.com/rules/axe/4.10/html-has-lang?application=axeAPI","cat.language;wcag2a;wcag311;TTv5;TT11.a;EN-301-549;EN-9.3.1.1;ACT","<html class=\"access-support overflow-x-clip js\">","html","Fix any of the following:\n  The <html> element does not have a lang attribute"
moderate,landmark-main-is-top-level,"Ensure the main landmark is at top level","Main landmark should not be contained in another landmark","https://dequeuniversity.com/rules/axe/4.10/landmark-main-is-top-level?application=axeAPI","cat.semantics;best-practice","<main role=\"main\" aria-label=\"Chat interface\">","#qa-bot,main[aria-label=\"Chat interface\"]","Fix any of the following:\n  The main landmark is contained in another landmark."
moderate,landmark-no-duplicate-main,"Ensure the document has at most one main landmark","Document should not have more than one main landmark","https://dequeuniversity.com/rules/axe/4.10/landmark-no-duplicate-main?application=axeAPI","cat.semantics;best-practice","<main role=\"main\" class=\"grid grid-cols-1 gap-5 py-5 md--grid-cols-[25%_1fr] container\">",".grid-cols-1","Fix any of the following:\n  Document has more than one main landmark"
moderate,landmark-unique,"Ensure landmarks are unique","Landmarks should have a unique role or role/label/title (i.e. accessible name) combination","https://dequeuniversity.com/rules/axe/4.10/landmark-unique?application=axeAPI","cat.semantics;best-practice","<nav class=\"menu universal\">","#universal-menus,.universal","Fix any of the following:\n  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"container\">","#header,.container","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<a href=\"#main-content\" class=\"visually-hidden focusable skip-link\">\n      Skip to main content\n    </a>",".focusable","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"container prose\">",".prose.container","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"container\">","#footer,.container","Fix any of the following:\n  Some page content is not contained by landmarks"
