category,impact,id,description,help,helpUrl,tags,html,target,failureSummary
error,serious,color-contrast,"Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Elements must meet minimum color contrast ratio thresholds","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=axeAPI","cat.color;wcag2aa;wcag143;TTv5;TT13.c;EN-301-549;EN-9.1.4.3;ACT","<a href=\"https://nsf.gov\" target=\"_blank\">U.S. National Science Foundation</a>","a[href$=\"nsf.gov\"]","Fix any of the following:\n  Element has insufficient color contrast of 4 (foreground color: #0489ba, background color: #222222, font size: 9.8pt (13px), font weight: normal). Expected contrast ratio of 4.5:1"
error,serious,list,"Ensure that lists are structured correctly","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","https://dequeuniversity.com/rules/axe/4.10/list?application=axeAPI","cat.structure;wcag2a;wcag131;EN-301-549;EN-9.1.3.1","<ul class=\"pager__items js-pager__items\">",".pager__items","Fix all of the following:\n  List element has direct children that are not allowed: [role=presentation]"
