impact,id,description,help,helpUrl,tags,html,target,failureSummary
minor,empty-table-header,"Ensure table headers have discernible text","Table header text should not be empty","https://dequeuniversity.com/rules/axe/4.10/empty-table-header?application=axeAPI","cat.name-role-value;best-practice","<th></th>","th:nth-child(2)","Fix any of the following:\n  Element does not have text that is visible to screen readers"
moderate,heading-order,"Ensure the order of headings is semantically correct","Heading levels should only increase by one","https://dequeuniversity.com/rules/axe/4.10/heading-order?application=axeAPI","cat.semantics;best-practice","<h4 class=\"label\">Affinity Group</h4>",".field-label > .label","Fix any of the following:\n  Heading order invalid"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div id=\"toolbar-administration\" role=\"group\" aria-label=\"Site administration toolbar\" data-drupal-claro-processed-toolbar=\"\" class=\"toolbar claro-toolbar toolbar-oriented\" data-once=\"toolbar toolbarAntiFlicker\">","#toolbar-administration","Fix any of the following:\n  Some page content is not contained by landmarks"
critical,select-name,"Ensure select element has an accessible name","Select element must have an accessible name","https://dequeuniversity.com/rules/axe/4.10/select-name?application=axeAPI","cat.forms;wcag2a;wcag412;section508;section508.22.n;TTv5;TT5.c;EN-301-549;EN-9.4.1.2;ACT","<select data-drupal-selector=\"edit-field-affiliation\" id=\"edit-field-affiliation\" name=\"field_affiliation\" class=\"form-select\"><option value=\"_none\">- None -</option><option value=\"ACCESS Collaboration\">ACCESS Collaboration</option><option value=\"Community\">Community</option></select>","#edit-field-affiliation","Fix any of the following:\n  Element does not have an implicit (wrapped) <label>\n  Element does not have an explicit <label>\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element's default semantics were not overridden with role=\"none\" or role=\"presentation\""
