impact,id,description,help,helpUrl,tags,html,target,failureSummary
moderate,landmark-contentinfo-is-top-level,"Ensure the contentinfo landmark is at top level","Contentinfo landmark should not be contained in another landmark","https://dequeuniversity.com/rules/axe/4.10/landmark-contentinfo-is-top-level?application=axeAPI","cat.semantics;best-practice","<div role=\"contentinfo\" aria-label=\"Error message\">\n          <div class=\"alert alert-danger\">\n\t              <h2 class=\"visually-hidden\">Error message</h2>\n                    You must log in to view this page.\n          </div>\n  </div>","div[role=\"contentinfo\"]","Fix any of the following:\n  The contentinfo landmark is contained in another landmark."
moderate,landmark-no-duplicate-contentinfo,"Ensure the document has at most one contentinfo landmark","Document should not have more than one contentinfo landmark","https://dequeuniversity.com/rules/axe/4.10/landmark-no-duplicate-contentinfo?application=axeAPI","cat.semantics;best-practice","<div role=\"contentinfo\" aria-label=\"Error message\">\n          <div class=\"alert alert-danger\">\n\t              <h2 class=\"visually-hidden\">Error message</h2>\n                    You must log in to view this page.\n          </div>\n  </div>","div[role=\"contentinfo\"]","Fix any of the following:\n  Document has more than one contentinfo landmark"
